method,loss_func,net,seed,init,act_func,train loss,train loss (last),train acc,train acc (last)
BP,CE,64-107-10,0,None,relu,0.10263127833604813,0.10263127833604813,0.9788536449638288,0.9788536449638288
BP,CE,64-107-10,1,None,relu,0.10189485549926758,0.10189485549926758,0.9794101279910964,0.9794101279910964
BP,CE,64-107-10,2,None,relu,0.10256283730268476,0.10256283730268476,0.979966611018364,0.979966611018364
BP,CE,64-107-10,3,None,relu,0.10137582570314407,0.10137582570314407,0.9821925431274346,0.9821925431274346
BP,CE,64-107-10,4,None,relu,0.10113312304019928,0.10113312304019928,0.9805230940456316,0.9805230940456316
BP,CE,64-107-10,5,None,relu,0.10240469872951508,0.10240469872951508,0.9788536449638288,0.9788536449638288
BP,CE,64-107-10,6,None,relu,0.10099973529577257,0.10099973529577257,0.979966611018364,0.979966611018364
BP,CE,64-107-10,7,None,relu,0.10139495134353638,0.10139495134353638,0.9794101279910964,0.9794101279910964
BP,CE,64-107-10,8,None,relu,0.1028326451778412,0.1028326451778412,0.9782971619365608,0.9782971619365608
BP,CE,64-107-10,9,None,relu,0.09882934391498566,0.09882934391498566,0.9805230940456316,0.979966611018364
CBP,CE,64-107-10,0,None,relu,0.04109279438853264,0.04109279438853264,0.993322203672788,0.993322203672788
CBP,CE,64-107-10,1,None,relu,0.05859724059700967,0.05859724059700967,0.989983305509182,0.989983305509182
CBP,CE,64-107-10,2,None,relu,0.034731991589069366,0.034731991589069366,0.9938786867000556,0.9938786867000556
CBP,CE,64-107-10,3,None,relu,0.04596788436174394,0.04596788436174394,0.993322203672788,0.993322203672788
CBP,CE,64-107-10,4,None,relu,0.04950965568423271,0.04950965568423271,0.9910962715637172,0.9910962715637172
CBP,CE,64-107-10,5,None,relu,0.045686833560466766,0.045686833560466766,0.9922092376182526,0.9922092376182526
CBP,CE,64-107-10,6,None,relu,0.03567729890346527,0.03567729890346527,0.9955481357818586,0.9955481357818586
CBP,CE,64-107-10,7,None,relu,0.047397740185260766,0.047397740185260766,0.9927657206455204,0.9927657206455204
CBP,CE,64-107-10,8,None,relu,0.0567624531686306,0.0567624531686306,0.9938786867000556,0.9938786867000556
CBP,CE,64-107-10,9,None,relu,0.0558125264942646,0.0558125264942646,0.991652754590985,0.991652754590985
BP,CE,64-129-10,0,None,relu,0.10093068331480026,0.10093068331480026,0.979966611018364,0.979966611018364
BP,CE,64-129-10,1,None,relu,0.10133234411478044,0.10133234411478044,0.9816360601001668,0.9816360601001668
BP,CE,64-129-10,2,None,relu,0.10219830274581908,0.10219830274581908,0.9816360601001668,0.9816360601001668
BP,CE,64-129-10,3,None,relu,0.1012052446603775,0.1012052446603775,0.9788536449638288,0.9788536449638288
BP,CE,64-129-10,4,None,relu,0.10168933868408203,0.10168933868408203,0.9788536449638288,0.9788536449638288
BP,CE,64-129-10,5,None,relu,0.10070231556892396,0.10070231556892396,0.9805230940456316,0.9805230940456316
BP,CE,64-129-10,6,None,relu,0.10072913765907288,0.10072913765907288,0.979966611018364,0.979966611018364
BP,CE,64-129-10,7,None,relu,0.09924982488155364,0.09924982488155364,0.9816360601001668,0.9816360601001668
BP,CE,64-129-10,8,None,relu,0.10020475089550017,0.10020475089550017,0.9794101279910964,0.9794101279910964
BP,CE,64-129-10,9,None,relu,0.09881583601236343,0.09881583601236343,0.9821925431274346,0.9821925431274346
CBP,CE,64-129-10,0,None,relu,0.04676385223865509,0.04676385223865509,0.9927657206455204,0.9927657206455204
CBP,CE,64-129-10,1,None,relu,0.045121029019355774,0.045121029019355774,0.991652754590985,0.991652754590985
CBP,CE,64-129-10,2,None,relu,0.034278903156518936,0.034278903156518936,0.9938786867000556,0.9938786867000556
CBP,CE,64-129-10,3,None,relu,0.052293561398983,0.052293561398983,0.989983305509182,0.989983305509182
