method,loss_func,net,seed,init,act_func,train loss,train loss (last),train acc,train acc (last)
BP,CE,8-26-2,3,None,relu,0.09152916073799132,0.09152916073799132,0.9642346208869814,0.9642346208869814
BP,CE,8-26-2,4,None,relu,0.09392986446619034,0.09392986446619034,0.9628040057224606,0.9628040057224606
BP,CE,8-26-2,5,None,relu,0.08981986343860626,0.08981986343860626,0.9656652360515021,0.9656652360515021
BP,CE,8-26-2,6,None,relu,0.10015648603439332,0.10015648603439332,0.9628040057224606,0.9628040057224606
BP,CE,8-26-2,7,None,relu,0.0937756896018982,0.0937756896018982,0.9628040057224606,0.9628040057224606
BP,CE,8-26-2,8,None,relu,0.09107831120491028,0.09107831120491028,0.9642346208869814,0.9642346208869814
BP,CE,8-26-2,9,None,relu,0.09639472514390944,0.09639472514390944,0.9628040057224606,0.9628040057224606
CBP,CE,8-26-2,0,None,relu,0.09009400010108948,0.09009400010108948,0.9670958512160228,0.9642346208869814
CBP,CE,8-26-2,1,None,relu,0.08914803713560104,0.08914803713560104,0.9713876967095852,0.9713876967095852
CBP,CE,8-26-2,2,None,relu,0.0982404425740242,0.0982404425740242,0.9713876967095852,0.9699570815450644
CBP,CE,8-26-2,3,None,relu,0.09283148497343063,0.09283148497343063,0.9699570815450644,0.9699570815450644
CBP,CE,8-26-2,4,None,relu,0.0885424017906189,0.0885424017906189,0.9728183118741058,0.9713876967095852
CBP,CE,8-26-2,5,None,relu,0.09167254716157912,0.09167254716157912,0.9699570815450644,0.9699570815450644
CBP,CE,8-26-2,6,None,relu,0.0916631892323494,0.21905779838562006,0.9713876967095852,0.9685264663805436
CBP,CE,8-26-2,7,None,relu,0.10811695456504823,0.11390450596809387,0.9699570815450644,0.9699570815450644
CBP,CE,8-26-2,8,None,relu,0.09189269691705704,0.10687685757875444,0.9713876967095852,0.9685264663805436
CBP,CE,8-26-2,9,None,relu,0.09831469506025314,0.13211049139499664,0.9713876967095852,0.9556509298998568
