method,loss_func,net,seed,init,act_func,train loss,train loss (last),train acc,train acc (last)
CBP,CE,20-27-2,2,None,relu,0.21355557441711426,0.21355557441711426,0.9683783783783784,0.9683783783783784
CBP,CE,20-27-2,3,None,relu,0.20057666301727287,0.20057666301727287,0.9702702702702702,0.9702702702702702
CBP,CE,20-27-2,4,None,relu,0.17706798017024994,0.17706798017024994,0.9736486486486486,0.9735135135135136
CBP,CE,20-27-2,5,None,relu,0.19762326776981354,0.19762326776981354,0.9686486486486486,0.9686486486486486
CBP,CE,20-27-2,6,None,relu,0.14866556227207184,0.14866556227207184,0.9747297297297296,0.9747297297297296
CBP,CE,20-27-2,7,None,relu,0.19376656413078308,0.19376656413078308,0.9724324324324324,0.9724324324324324
CBP,CE,20-27-2,8,None,relu,0.1827009916305542,0.1827009916305542,0.9718918918918918,0.9718918918918918
CBP,CE,20-27-2,9,None,relu,0.198653131723404,0.198653131723404,0.9728378378378378,0.9728378378378378
BP,CE,20-34-2,0,None,relu,0.3773314952850342,0.3773314952850342,0.9628378378378378,0.9628378378378378
BP,CE,20-34-2,1,None,relu,0.3344982862472534,0.3344982862472534,0.9682432432432432,0.9682432432432432
BP,CE,20-34-2,2,None,relu,0.3901292979717255,0.3901292979717255,0.9641891891891892,0.9641891891891892
BP,CE,20-34-2,3,None,relu,0.38151976466178894,0.38151976466178894,0.9652702702702702,0.9652702702702702
BP,CE,20-34-2,4,None,relu,0.3317097127437592,0.3317097127437592,0.9695945945945946,0.9695945945945946
BP,CE,20-34-2,5,None,relu,0.355637401342392,0.355637401342392,0.9683783783783784,0.9683783783783784
BP,CE,20-34-2,6,None,relu,0.4093107283115387,0.4093107283115387,0.9601351351351352,0.9601351351351352
BP,CE,20-34-2,7,None,relu,0.3894433081150055,0.3894433081150055,0.9660810810810808,0.9660810810810808
BP,CE,20-34-2,8,None,relu,0.4608230292797089,0.4608230292797089,0.9498648648648648,0.9498648648648648
BP,CE,20-34-2,9,None,relu,0.3472776710987091,0.3472776710987091,0.9675675675675676,0.9675675675675676
CBP,CE,20-34-2,0,None,relu,0.16069243848323822,0.16069243848323822,0.9736486486486486,0.9736486486486486
CBP,CE,20-34-2,1,None,relu,0.14849776029586792,0.14849776029586792,0.9725675675675676,0.9725675675675676
CBP,CE,20-34-2,2,None,relu,0.1758645921945572,0.1758645921945572,0.9743243243243244,0.9743243243243244
CBP,CE,20-34-2,3,None,relu,0.16430705785751346,0.16430705785751346,0.975,0.975
CBP,CE,20-34-2,4,None,relu,0.18690979480743408,0.18690979480743408,0.9751351351351352,0.9751351351351352
CBP,CE,20-34-2,5,None,relu,0.18454088270664207,0.18454088270664207,0.9708108108108108,0.9706756756756756
CBP,CE,20-34-2,6,None,relu,0.18928390741348267,0.18928390741348267,0.974054054054054,0.974054054054054
CBP,CE,20-34-2,7,None,relu,0.19645388424396515,0.19645388424396515,0.9731081081081079,0.9731081081081079
CBP,CE,20-34-2,8,None,relu,0.19308578968048096,0.19308578968048096,0.9727027027027026,0.9727027027027026
CBP,CE,20-34-2,9,None,relu,0.15967494249343872,0.15967494249343872,0.9724324324324324,0.9724324324324324
BP,CE,20-41-2,0,None,relu,0.3789600729942322,0.3789600729942322,0.959054054054054,0.959054054054054
BP,CE,20-41-2,1,None,relu,0.3434018492698669,0.3434018492698669,0.9625675675675676,0.9625675675675676
BP,CE,20-41-2,2,None,relu,0.4089851975440979,0.4089851975440979,0.964054054054054,0.964054054054054
BP,CE,20-41-2,3,None,relu,0.3571499288082123,0.3571499288082123,0.9635135135135136,0.9633783783783784
BP,CE,20-41-2,4,None,relu,0.3796759247779846,0.3796759247779846,0.9678378378378378,0.9678378378378378
BP,CE,20-41-2,5,None,relu,0.4040330648422241,0.4040330648422241,0.9652702702702702,0.9652702702702702
BP,CE,20-41-2,6,None,relu,0.3536258637905121,0.3536258637905121,0.9654054054054054,0.9654054054054054
BP,CE,20-41-2,7,None,relu,0.3842688500881195,0.3842688500881195,0.9632432432432432,0.9632432432432432
BP,CE,20-41-2,8,None,relu,0.4042541086673737,0.4042541086673737,0.9566216216216216,0.9566216216216216
BP,CE,20-41-2,9,None,relu,0.3433853089809418,0.3433853089809418,0.9721621621621619,0.9721621621621619
CBP,CE,20-41-2,0,None,relu,0.18365906178951266,0.18365906178951266,0.9713513513513512,0.9713513513513512
CBP,CE,20-41-2,1,None,relu,0.15339531004428866,0.15339531004428866,0.9716216216216216,0.9716216216216216
CBP,CE,20-41-2,2,None,relu,0.17119580507278442,0.17119580507278442,0.9708108108108108,0.9708108108108108
CBP,CE,20-41-2,3,None,relu,0.17620855569839478,0.17620855569839478,0.9694594594594594,0.9694594594594594
CBP,CE,20-41-2,4,None,relu,0.16094684600830078,0.16094684600830078,0.9727027027027026,0.9727027027027026
