init,method,seed,loss,type,optim
0.5,CBP,96,0.3306174278259277,g,GD
0.5,CBP,97,0.33120763301849365,g,GD
0.5,CBP,98,0.3304816782474518,g,GD
0.5,CBP,99,0.3298688530921936,g,GD
1.0,CBP,0,0.3300415277481079,g,GD
1.0,CBP,1,0.3250868916511536,g,GD
1.0,CBP,2,0.325086772441864,g,GD
1.0,CBP,3,0.3299321532249451,g,GD
1.0,CBP,4,0.3250867426395416,g,GD
1.0,CBP,5,0.32878684997558594,g,GD
1.0,CBP,6,0.32508668303489685,g,GD
1.0,CBP,7,0.3311189413070679,g,GD
1.0,CBP,8,0.3295702338218689,g,GD
1.0,CBP,9,0.3250868916511536,g,GD
1.0,CBP,10,0.3309400081634521,g,GD
1.0,CBP,11,0.3290787935256958,g,GD
1.0,CBP,12,0.3300015330314636,g,GD
1.0,CBP,13,0.33075448870658875,g,GD
1.0,CBP,14,0.3295732140541077,g,GD
1.0,CBP,15,0.3298521637916565,g,GD
1.0,CBP,16,0.3306284844875336,g,GD
1.0,CBP,17,0.3250866532325745,g,GD
1.0,CBP,18,0.3308856189250946,g,GD
1.0,CBP,19,0.32951250672340393,g,GD
1.0,CBP,20,0.33131763339042664,g,GD
1.0,CBP,21,0.3302081525325775,g,GD
1.0,CBP,22,0.32998940348625183,g,GD
1.0,CBP,23,0.32508671283721924,g,GD
1.0,CBP,24,0.3250865042209625,g,GD
1.0,CBP,25,0.3294832706451416,g,GD
1.0,CBP,26,0.3295793831348419,g,GD
1.0,CBP,27,0.3314662277698517,g,GD
1.0,CBP,28,0.33155471086502075,g,GD
1.0,CBP,29,0.33019477128982544,g,GD
1.0,CBP,30,0.3306083381175995,g,GD
1.0,CBP,31,0.3312669396400452,g,GD
1.0,CBP,32,0.3309229612350464,g,GD
1.0,CBP,33,0.3301500678062439,g,GD
1.0,CBP,34,0.3288560211658478,g,GD
1.0,CBP,35,0.3301553428173065,g,GD
1.0,CBP,36,0.3250868022441864,g,GD
1.0,CBP,37,0.3297446966171265,g,GD
1.0,CBP,38,0.3304296135902405,g,GD
1.0,CBP,39,0.3301194608211517,g,GD
1.0,CBP,40,0.3305344581604004,g,GD
1.0,CBP,41,0.33108311891555786,g,GD
1.0,CBP,42,0.3250865340232849,g,GD
1.0,CBP,43,0.3300633430480957,g,GD
1.0,CBP,44,0.3294887840747833,g,GD
1.0,CBP,45,0.33174365758895874,g,GD
1.0,CBP,46,0.3302822709083557,g,GD
1.0,CBP,47,0.3295631408691406,g,GD
1.0,CBP,48,0.3301945924758911,g,GD
1.0,CBP,49,0.32925015687942505,g,GD
1.0,CBP,50,0.3250868022441864,g,GD
1.0,CBP,51,0.3315162658691406,g,GD
1.0,CBP,52,0.32508668303489685,g,GD
1.0,CBP,53,0.325086772441864,g,GD
1.0,CBP,54,0.3307300806045532,g,GD
1.0,CBP,55,0.3300650715827942,g,GD
1.0,CBP,56,0.3291835486888885,g,GD
1.0,CBP,57,0.33037030696868896,g,GD
1.0,CBP,58,0.33003106713294983,g,GD
1.0,CBP,59,0.3306404650211334,g,GD
1.0,CBP,60,0.3292003273963928,g,GD
1.0,CBP,61,0.33116698265075684,g,GD
1.0,CBP,62,0.3302781581878662,g,GD
1.0,CBP,63,0.3308519721031189,g,GD
1.0,CBP,64,0.3309729397296905,g,GD
1.0,CBP,65,0.3296456038951874,g,GD
1.0,CBP,66,0.3250871300697327,g,GD
1.0,CBP,67,0.3296380639076233,g,GD
1.0,CBP,68,0.3310879468917847,g,GD
1.0,CBP,69,0.32508668303489685,g,GD
1.0,CBP,70,0.3312065303325653,g,GD
1.0,CBP,71,0.3250865936279297,g,GD
1.0,CBP,72,0.33076632022857666,g,GD
1.0,CBP,73,0.3295409679412842,g,GD
1.0,CBP,74,0.3250865042209625,g,GD
1.0,CBP,75,0.3300977945327759,g,GD
1.0,CBP,76,0.3294007182121277,g,GD
1.0,CBP,77,0.3298898935317993,g,GD
1.0,CBP,78,0.33079981803894043,g,GD
1.0,CBP,79,0.3313881754875183,g,GD
1.0,CBP,80,0.33101972937583923,g,GD
1.0,CBP,81,0.32888782024383545,g,GD
1.0,CBP,82,0.3293169140815735,g,GD
1.0,CBP,83,0.3250865042209625,g,GD
1.0,CBP,84,0.3310518860816956,g,GD
1.0,CBP,85,0.3287979960441589,g,GD
1.0,CBP,86,0.3250865340232849,g,GD
1.0,CBP,87,0.3250867426395416,g,GD
1.0,CBP,88,0.3250864744186401,g,GD
1.0,CBP,89,0.3291988968849182,g,GD
1.0,CBP,90,0.33049121499061584,g,GD
1.0,CBP,91,0.3311403691768646,g,GD
1.0,CBP,92,0.32508671283721924,g,GD
1.0,CBP,93,0.3288968801498413,g,GD
1.0,CBP,94,0.3302316665649414,g,GD
1.0,CBP,95,0.3301319479942322,g,GD
1.0,CBP,96,0.32508641481399536,g,GD
1.0,CBP,97,0.32966336607933044,g,GD
1.0,CBP,98,0.32508695125579834,g,GD
1.0,CBP,99,0.3293513357639313,g,GD
3.0,CBP,0,0.3250870704650879,g,GD
3.0,CBP,1,0.3302644491195679,g,GD
3.0,CBP,2,0.32508638501167303,g,GD
3.0,CBP,3,0.33012285828590393,g,GD
3.0,CBP,4,0.3289877772331238,g,GD
3.0,CBP,5,0.329354852437973,g,GD
3.0,CBP,6,0.3315596580505371,g,GD
3.0,CBP,7,0.32975247502326965,g,GD
3.0,CBP,8,0.32869747281074524,g,GD
3.0,CBP,9,0.3288562297821045,g,GD
3.0,CBP,10,0.32508671283721924,g,GD
3.0,CBP,11,0.3250916004180908,g,GD
3.0,CBP,12,0.32509201765060425,g,GD
3.0,CBP,13,0.3299826681613922,g,GD
3.0,CBP,14,0.3307616710662842,g,GD
3.0,CBP,15,0.3250866234302521,g,GD
3.0,CBP,16,0.32980236411094666,g,GD
3.0,CBP,17,0.3306851089000702,g,GD
3.0,CBP,18,0.3297985792160034,g,GD
3.0,CBP,19,0.3296763300895691,g,GD
3.0,CBP,20,0.3279946446418762,g,GD
3.0,CBP,21,0.3250863552093506,g,GD
3.0,CBP,22,0.330391138792038,g,GD
3.0,CBP,23,0.3297455012798309,g,GD
3.0,CBP,24,0.3250863552093506,g,GD
3.0,CBP,25,0.3316682279109955,g,GD
3.0,CBP,26,0.32580408453941345,g,GD
3.0,CBP,27,0.33044037222862244,g,GD
3.0,CBP,28,0.33120596408843994,g,GD
3.0,CBP,29,0.3303616940975189,g,GD
3.0,CBP,30,0.3312225639820099,g,GD
3.0,CBP,31,0.33038148283958435,g,GD
3.0,CBP,32,0.32509204745292664,g,GD
3.0,CBP,33,0.32877495884895325,g,GD
3.0,CBP,34,0.32508671283721924,g,GD
3.0,CBP,35,0.3306183516979217,g,GD
3.0,CBP,36,0.3250882029533386,g,GD
3.0,CBP,37,0.3250866532325745,g,GD
3.0,CBP,38,0.32975396513938904,g,GD
3.0,CBP,39,0.3313876092433929,g,GD
3.0,CBP,40,0.32509207725524897,g,GD
3.0,CBP,41,0.3287644386291504,g,GD
3.0,CBP,42,0.3304852843284607,g,GD
3.0,CBP,43,0.3314149379730225,g,GD
3.0,CBP,44,0.3300090432167053,g,GD
3.0,CBP,45,0.3250866532325745,g,GD
3.0,CBP,46,0.3250918984413147,g,GD
3.0,CBP,47,0.3299650549888611,g,GD
3.0,CBP,48,0.3310803771018982,g,GD
3.0,CBP,49,0.3250865340232849,g,GD
3.0,CBP,50,0.3310212194919586,g,GD
3.0,CBP,51,0.3304381966590881,g,GD
3.0,CBP,52,0.3306226134300232,g,GD
3.0,CBP,53,0.33054786920547485,g,GD
3.0,CBP,54,0.3305216133594513,g,GD
3.0,CBP,55,0.32508668303489685,g,GD
3.0,CBP,56,0.33067452907562256,g,GD
3.0,CBP,57,0.331699013710022,g,GD
3.0,CBP,58,0.3288043737411499,g,GD
3.0,CBP,59,0.3294664621353149,g,GD
3.0,CBP,60,0.3286665976047516,g,GD
3.0,CBP,61,0.3308500349521637,g,GD
3.0,CBP,62,0.3304110765457153,g,GD
3.0,CBP,63,0.3306286931037903,g,GD
3.0,CBP,64,0.3296065926551819,g,GD
3.0,CBP,65,0.330962598323822,g,GD
3.0,CBP,66,0.3293047547340393,g,GD
3.0,CBP,67,0.32881712913513184,g,GD
3.0,CBP,68,0.325087308883667,g,GD
3.0,CBP,69,0.32509154081344604,g,GD
3.0,CBP,70,0.3299880623817444,g,GD
3.0,CBP,71,0.33125039935112,g,GD
3.0,CBP,72,0.3294040560722351,g,GD
3.0,CBP,73,0.3313140869140625,g,GD
3.0,CBP,74,0.33087074756622314,g,GD
3.0,CBP,75,0.33094561100006104,g,GD
3.0,CBP,76,0.33016878366470337,g,GD
3.0,CBP,77,0.3317144513130188,g,GD
3.0,CBP,78,0.33111295104026794,g,GD
3.0,CBP,79,0.3312429487705231,g,GD
3.0,CBP,80,0.3303568363189697,g,GD
3.0,CBP,81,0.32889604568481445,g,GD
3.0,CBP,82,0.3305080235004425,g,GD
3.0,CBP,83,0.3300510048866272,g,GD
3.0,CBP,84,0.33117690682411194,g,GD
3.0,CBP,85,0.3310580551624298,g,GD
3.0,CBP,86,0.3301762044429779,g,GD
3.0,CBP,87,0.33170437812805176,g,GD
3.0,CBP,88,0.3319535255432129,g,GD
3.0,CBP,89,0.32995545864105225,g,GD
3.0,CBP,90,0.3319923281669617,g,GD
3.0,CBP,91,0.3310394883155823,g,GD
3.0,CBP,92,0.3316488862037659,g,GD
3.0,CBP,93,0.32904672622680664,g,GD
3.0,CBP,94,0.33038803935050964,g,GD
3.0,CBP,95,0.3301151692867279,g,GD
3.0,CBP,96,0.3300371170043945,g,GD
3.0,CBP,97,0.33111125230789185,g,GD
3.0,CBP,98,0.3305209279060364,g,GD
3.0,CBP,99,0.3301961123943329,g,GD
0.2,BP,0,0.32508301734924316,g,Momentum
0.2,BP,1,0.6931471824645996,a,Momentum
0.2,BP,2,0.6931173205375671,a,Momentum
0.2,BP,3,0.693146824836731,a,Momentum
0.2,BP,4,0.32508301734924316,g,Momentum
0.2,BP,5,0.32508301734924316,g,Momentum
0.2,BP,6,0.3250829875469208,g,Momentum
0.2,BP,7,0.32508301734924316,g,Momentum
0.2,BP,8,0.32508301734924316,g,Momentum
0.2,BP,9,0.3250829875469208,g,Momentum
0.2,BP,10,0.32508301734924316,g,Momentum
0.2,BP,11,0.32508301734924316,g,Momentum
0.2,BP,12,0.3250829875469208,g,Momentum
0.2,BP,13,0.32508301734924316,g,Momentum
0.2,BP,14,0.32508301734924316,g,Momentum
0.2,BP,15,0.3250829875469208,g,Momentum
0.2,BP,16,0.3250829875469208,g,Momentum
0.2,BP,17,0.3250829875469208,g,Momentum
0.2,BP,18,0.32508301734924316,g,Momentum
0.2,BP,19,0.3250829875469208,g,Momentum
0.2,BP,20,0.3250829875469208,g,Momentum
0.2,BP,21,0.32508301734924316,g,Momentum
0.2,BP,22,0.32508301734924316,g,Momentum
0.2,BP,23,0.6931411027908325,a,Momentum
0.2,BP,24,0.32508301734924316,g,Momentum
0.2,BP,25,0.3250829875469208,g,Momentum
0.2,BP,26,0.3250829875469208,g,Momentum
0.2,BP,27,0.32508301734924316,g,Momentum
0.2,BP,28,0.3250829875469208,g,Momentum
0.2,BP,29,0.3250829875469208,g,Momentum
0.2,BP,30,0.6931467056274414,a,Momentum
0.2,BP,31,0.3250829875469208,g,Momentum
0.2,BP,32,0.32508301734924316,g,Momentum
0.2,BP,33,0.32508301734924316,g,Momentum
0.2,BP,34,0.32508301734924316,g,Momentum
0.2,BP,35,0.3250829577445984,g,Momentum
0.2,BP,36,0.3250829875469208,g,Momentum
0.2,BP,37,0.32508301734924316,g,Momentum
0.2,BP,38,0.3250829875469208,g,Momentum
0.2,BP,39,0.32508301734924316,g,Momentum
0.2,BP,40,0.3250829875469208,g,Momentum
0.2,BP,41,0.6931470632553101,a,Momentum
0.2,BP,42,0.32508301734924316,g,Momentum
0.2,BP,43,0.32508301734924316,g,Momentum
0.2,BP,44,0.32508301734924316,g,Momentum
0.2,BP,45,0.32508301734924316,g,Momentum
0.2,BP,46,0.3250829875469208,g,Momentum
0.2,BP,47,0.3250829875469208,g,Momentum
0.2,BP,48,0.32508301734924316,g,Momentum
0.2,BP,49,0.32508301734924316,g,Momentum
0.2,BP,50,0.32508301734924316,g,Momentum
0.2,BP,51,0.32508301734924316,g,Momentum
0.2,BP,52,0.32508301734924316,g,Momentum
0.2,BP,53,0.32508301734924316,g,Momentum
0.2,BP,54,0.3250829875469208,g,Momentum
0.2,BP,55,0.3250829875469208,g,Momentum
0.2,BP,56,0.3250829875469208,g,Momentum
0.2,BP,57,0.3250829875469208,g,Momentum
0.2,BP,58,0.32508301734924316,g,Momentum
0.2,BP,59,0.32508301734924316,g,Momentum
0.2,BP,60,0.32508301734924316,g,Momentum
0.2,BP,61,0.32508301734924316,g,Momentum
0.2,BP,62,0.32508301734924316,g,Momentum
0.2,BP,63,0.32508301734924316,g,Momentum
0.2,BP,64,0.32508301734924316,g,Momentum
0.2,BP,65,0.3250829875469208,g,Momentum
0.2,BP,66,0.3250829875469208,g,Momentum
0.2,BP,67,0.3250829875469208,g,Momentum
0.2,BP,68,0.6931471228599548,a,Momentum
0.2,BP,69,0.32508301734924316,g,Momentum
0.2,BP,70,0.32508301734924316,g,Momentum
0.2,BP,71,0.3250829577445984,g,Momentum
0.2,BP,72,0.3250829875469208,g,Momentum
0.2,BP,73,0.32508301734924316,g,Momentum
0.2,BP,74,0.32508301734924316,g,Momentum
0.2,BP,75,0.32508301734924316,g,Momentum
0.2,BP,76,0.3250829875469208,g,Momentum
0.2,BP,77,0.32508301734924316,g,Momentum
0.2,BP,78,0.3250829875469208,g,Momentum
0.2,BP,79,0.3250829875469208,g,Momentum
0.2,BP,80,0.3250829577445984,g,Momentum
0.2,BP,81,0.32508301734924316,g,Momentum
0.2,BP,82,0.32508301734924316,g,Momentum
0.2,BP,83,0.3250829875469208,g,Momentum
0.2,BP,84,0.3250829875469208,g,Momentum
0.2,BP,85,0.3250829875469208,g,Momentum
0.2,BP,86,0.3250829875469208,g,Momentum
0.2,BP,87,0.3250829875469208,g,Momentum
0.2,BP,88,0.3250829875469208,g,Momentum
0.2,BP,89,0.3250829875469208,g,Momentum
0.2,BP,90,0.6931440830230713,a,Momentum
0.2,BP,91,0.32508301734924316,g,Momentum
0.2,BP,92,0.3250829875469208,g,Momentum
0.2,BP,93,0.32508301734924316,g,Momentum
0.2,BP,94,0.32508301734924316,g,Momentum
0.2,BP,95,0.3250829875469208,g,Momentum
0.2,BP,96,0.32508301734924316,g,Momentum
0.2,BP,97,0.3250829875469208,g,Momentum
0.2,BP,98,0.3250829875469208,g,Momentum
0.2,BP,99,0.3250829577445984,g,Momentum
0.5,BP,0,0.32508301734924316,g,Momentum
0.5,BP,1,0.3250829875469208,g,Momentum
0.5,BP,2,0.3250829875469208,g,Momentum
0.5,BP,3,0.32508301734924316,g,Momentum
0.5,BP,4,0.32508301734924316,g,Momentum
0.5,BP,5,0.32508301734924316,g,Momentum
0.5,BP,6,0.3250829875469208,g,Momentum
0.5,BP,7,0.3250829875469208,g,Momentum
0.5,BP,8,0.32508301734924316,g,Momentum
0.5,BP,9,0.32508301734924316,g,Momentum
0.5,BP,10,0.3250829875469208,g,Momentum
0.5,BP,11,0.32508301734924316,g,Momentum
0.5,BP,12,0.32508301734924316,g,Momentum
0.5,BP,13,0.32508301734924316,g,Momentum
0.5,BP,14,0.3250829875469208,g,Momentum
0.5,BP,15,0.3250829875469208,g,Momentum
0.5,BP,16,0.3250829875469208,g,Momentum
0.5,BP,17,0.3250829875469208,g,Momentum
0.5,BP,18,0.32508301734924316,g,Momentum
0.5,BP,19,0.32508301734924316,g,Momentum
0.5,BP,20,0.3250829875469208,g,Momentum
0.5,BP,21,0.3250829875469208,g,Momentum
0.5,BP,22,0.3250829875469208,g,Momentum
0.5,BP,23,0.32508301734924316,g,Momentum
0.5,BP,24,0.3250829875469208,g,Momentum
0.5,BP,25,0.32508301734924316,g,Momentum
0.5,BP,26,0.32508301734924316,g,Momentum
0.5,BP,27,0.32508301734924316,g,Momentum
0.5,BP,28,0.3250829875469208,g,Momentum
0.5,BP,29,0.3250829875469208,g,Momentum
0.5,BP,30,0.32508301734924316,g,Momentum
0.5,BP,31,0.3250829875469208,g,Momentum
0.5,BP,32,0.509212851524353,b,Momentum
0.5,BP,33,0.5092244148254395,b,Momentum
0.5,BP,34,0.32508301734924316,g,Momentum
0.5,BP,35,0.32508301734924316,g,Momentum
0.5,BP,36,0.32508301734924316,g,Momentum
0.5,BP,37,0.32508301734924316,g,Momentum
0.5,BP,38,0.3250829875469208,g,Momentum
0.5,BP,39,0.32508301734924316,g,Momentum
0.5,BP,40,0.32508301734924316,g,Momentum
0.5,BP,41,0.32508301734924316,g,Momentum
0.5,BP,42,0.5092136859893799,b,Momentum
0.5,BP,43,0.32508301734924316,g,Momentum
0.5,BP,44,0.32508301734924316,g,Momentum
0.5,BP,45,0.3250829875469208,g,Momentum
0.5,BP,46,0.32508301734924316,g,Momentum
0.5,BP,47,0.3250829875469208,g,Momentum
0.5,BP,48,0.32508301734924316,g,Momentum
0.5,BP,49,0.3250829875469208,g,Momentum
0.5,BP,50,0.32508301734924316,g,Momentum
0.5,BP,51,0.32508301734924316,g,Momentum
0.5,BP,52,0.3250829875469208,g,Momentum
0.5,BP,53,0.32508301734924316,g,Momentum
0.5,BP,54,0.3250829875469208,g,Momentum
0.5,BP,55,0.32508301734924316,g,Momentum
0.5,BP,56,0.3250829875469208,g,Momentum
0.5,BP,57,0.3250829875469208,g,Momentum
0.5,BP,58,0.3250829875469208,g,Momentum
0.5,BP,59,0.32508301734924316,g,Momentum
0.5,BP,60,0.5092223286628723,b,Momentum
0.5,BP,61,0.3250829577445984,g,Momentum
0.5,BP,62,0.32508301734924316,g,Momentum
0.5,BP,63,0.32508301734924316,g,Momentum
0.5,BP,64,0.3250829875469208,g,Momentum
0.5,BP,65,0.3250829875469208,g,Momentum
0.5,BP,66,0.32508301734924316,g,Momentum
0.5,BP,67,0.32508301734924316,g,Momentum
0.5,BP,68,0.3250829875469208,g,Momentum
0.5,BP,69,0.3250829875469208,g,Momentum
0.5,BP,70,0.32508301734924316,g,Momentum
0.5,BP,71,0.3250829875469208,g,Momentum
0.5,BP,72,0.3250829875469208,g,Momentum
0.5,BP,73,0.5092154145240784,b,Momentum
0.5,BP,74,0.32508301734924316,g,Momentum
0.5,BP,75,0.3250829875469208,g,Momentum
0.5,BP,76,0.3250829875469208,g,Momentum
0.5,BP,77,0.3250829875469208,g,Momentum
0.5,BP,78,0.32508301734924316,g,Momentum
0.5,BP,79,0.5092169046401978,b,Momentum
0.5,BP,80,0.3250829875469208,g,Momentum
0.5,BP,81,0.3250829875469208,g,Momentum
0.5,BP,82,0.3250829875469208,g,Momentum
0.5,BP,83,0.3250829875469208,g,Momentum
0.5,BP,84,0.3250829875469208,g,Momentum
0.5,BP,85,0.3250829875469208,g,Momentum
0.5,BP,86,0.32508301734924316,g,Momentum
0.5,BP,87,0.3250829875469208,g,Momentum
0.5,BP,88,0.3250829875469208,g,Momentum
0.5,BP,89,0.32508301734924316,g,Momentum
0.5,BP,90,0.3250829875469208,g,Momentum
0.5,BP,91,0.32508301734924316,g,Momentum
0.5,BP,92,0.32508301734924316,g,Momentum
0.5,BP,93,0.3250829875469208,g,Momentum
0.5,BP,94,0.3250829875469208,g,Momentum
0.5,BP,95,0.32508301734924316,g,Momentum
0.5,BP,96,0.3250829875469208,g,Momentum
0.5,BP,97,0.32508301734924316,g,Momentum
0.5,BP,98,0.3250829875469208,g,Momentum
0.5,BP,99,0.32508301734924316,g,Momentum
1.0,BP,0,0.32508301734924316,g,Momentum
1.0,BP,1,0.32508301734924316,g,Momentum
1.0,BP,2,0.32508301734924316,g,Momentum
1.0,BP,3,0.32508301734924316,g,Momentum
1.0,BP,4,0.3250829875469208,g,Momentum
1.0,BP,5,0.3250829875469208,g,Momentum
1.0,BP,6,0.32508301734924316,g,Momentum
1.0,BP,7,0.509213387966156,b,Momentum
1.0,BP,8,0.3250829875469208,g,Momentum
1.0,BP,9,0.32508301734924316,g,Momentum
1.0,BP,10,0.32508301734924316,g,Momentum
1.0,BP,11,0.32508301734924316,g,Momentum
1.0,BP,12,0.3250829875469208,g,Momentum
1.0,BP,13,0.32508301734924316,g,Momentum
1.0,BP,14,0.32508301734924316,g,Momentum
1.0,BP,15,0.32508301734924316,g,Momentum
1.0,BP,16,0.3250829875469208,g,Momentum
1.0,BP,17,0.3250829875469208,g,Momentum
1.0,BP,18,0.5743134021759033,c+d,Momentum
1.0,BP,19,0.32508301734924316,g,Momentum
1.0,BP,20,0.3250829875469208,g,Momentum
1.0,BP,21,0.32508301734924316,g,Momentum
1.0,BP,22,0.32508301734924316,g,Momentum
1.0,BP,23,0.3250829577445984,g,Momentum
1.0,BP,24,0.32508301734924316,g,Momentum
1.0,BP,25,0.3250829875469208,g,Momentum
1.0,BP,26,0.3250829875469208,g,Momentum
1.0,BP,27,0.32508301734924316,g,Momentum
1.0,BP,28,0.3250829875469208,g,Momentum
1.0,BP,29,0.32508301734924316,g,Momentum
1.0,BP,30,0.32508301734924316,g,Momentum
1.0,BP,31,0.3250829875469208,g,Momentum
1.0,BP,32,0.5092112421989441,b,Momentum
1.0,BP,33,0.3250829577445984,g,Momentum
1.0,BP,34,0.5092118382453918,b,Momentum
1.0,BP,35,0.3250829875469208,g,Momentum
1.0,BP,36,0.32508301734924316,g,Momentum
1.0,BP,37,0.32508301734924316,g,Momentum
1.0,BP,38,0.5092120170593262,b,Momentum
1.0,BP,39,0.3250829875469208,g,Momentum
1.0,BP,40,0.3250829875469208,g,Momentum
1.0,BP,41,0.32508301734924316,g,Momentum
1.0,BP,42,0.5092116594314575,b,Momentum
1.0,BP,43,0.32508301734924316,g,Momentum
1.0,BP,44,0.3250829875469208,g,Momentum
1.0,BP,45,0.32508301734924316,g,Momentum
1.0,BP,46,0.32508301734924316,g,Momentum
1.0,BP,47,0.32508301734924316,g,Momentum
1.0,BP,48,0.3250829577445984,g,Momentum
1.0,BP,49,0.5092110633850098,b,Momentum
1.0,BP,50,0.32508301734924316,g,Momentum
1.0,BP,51,0.3250829875469208,g,Momentum
1.0,BP,52,0.3250829875469208,g,Momentum
1.0,BP,53,0.32508301734924316,g,Momentum
1.0,BP,54,0.32508301734924316,g,Momentum
1.0,BP,55,0.3250829875469208,g,Momentum
1.0,BP,56,0.32508301734924316,g,Momentum
1.0,BP,57,0.3250829875469208,g,Momentum
1.0,BP,58,0.3250829875469208,g,Momentum
1.0,BP,59,0.3250829875469208,g,Momentum
1.0,BP,60,0.3250829875469208,g,Momentum
1.0,BP,61,0.3250829875469208,g,Momentum
1.0,BP,62,0.32508301734924316,g,Momentum
1.0,BP,63,0.3250829875469208,g,Momentum
1.0,BP,64,0.3250829875469208,g,Momentum
1.0,BP,65,0.32508301734924316,g,Momentum
1.0,BP,66,0.32508301734924316,g,Momentum
1.0,BP,67,0.3250829875469208,g,Momentum
1.0,BP,68,0.32508301734924316,g,Momentum
1.0,BP,69,0.3250829577445984,g,Momentum
1.0,BP,70,0.32508301734924316,g,Momentum
1.0,BP,71,0.3250829875469208,g,Momentum
1.0,BP,72,0.3250829875469208,g,Momentum
1.0,BP,73,0.5092118978500366,b,Momentum
1.0,BP,74,0.5092113018035889,b,Momentum
1.0,BP,75,0.32508301734924316,g,Momentum
1.0,BP,76,0.32508301734924316,g,Momentum
1.0,BP,77,0.3250829577445984,g,Momentum
1.0,BP,78,0.32508301734924316,g,Momentum
1.0,BP,79,0.509212851524353,b,Momentum
1.0,BP,80,0.32508301734924316,g,Momentum
1.0,BP,81,0.32508301734924316,g,Momentum
1.0,BP,82,0.509211003780365,b,Momentum
1.0,BP,83,0.32508301734924316,g,Momentum
1.0,BP,84,0.32508301734924316,g,Momentum
1.0,BP,85,0.3250829875469208,g,Momentum
1.0,BP,86,0.32508301734924316,g,Momentum
1.0,BP,87,0.3250829875469208,g,Momentum
1.0,BP,88,0.3250829875469208,g,Momentum
1.0,BP,89,0.3250829875469208,g,Momentum
1.0,BP,90,0.32508301734924316,g,Momentum
1.0,BP,91,0.32508301734924316,g,Momentum
1.0,BP,92,0.32508301734924316,g,Momentum
1.0,BP,93,0.3250829875469208,g,Momentum
1.0,BP,94,0.32508301734924316,g,Momentum
1.0,BP,95,0.3250829875469208,g,Momentum
1.0,BP,96,0.3250829875469208,g,Momentum
1.0,BP,97,0.3250829577445984,g,Momentum
1.0,BP,98,0.5092127323150635,b,Momentum
1.0,BP,99,0.5092120170593262,b,Momentum
3.0,BP,0,0.5744402408599854,c+d,Momentum
3.0,BP,1,0.32508301734924316,g,Momentum
3.0,BP,2,0.32508301734924316,g,Momentum
3.0,BP,3,0.5092129707336426,b,Momentum
3.0,BP,4,0.3250829875469208,g,Momentum
3.0,BP,5,0.3250829875469208,g,Momentum
3.0,BP,6,0.32508301734924316,g,Momentum
3.0,BP,7,0.3250829875469208,g,Momentum
3.0,BP,8,0.32508301734924316,g,Momentum
3.0,BP,9,0.32508301734924316,g,Momentum
3.0,BP,10,0.3250829875469208,g,Momentum
3.0,BP,11,0.32508301734924316,g,Momentum
3.0,BP,12,0.32508301734924316,g,Momentum
3.0,BP,13,0.5092069506645203,b,Momentum
3.0,BP,14,0.32508301734924316,g,Momentum
3.0,BP,15,0.5093030333518982,b,Momentum
3.0,BP,16,0.5092100501060486,b,Momentum
3.0,BP,17,0.5743125677108765,c+d,Momentum
3.0,BP,18,0.5743368268013,c+d,Momentum
3.0,BP,19,0.5092237591743469,b,Momentum
3.0,BP,20,0.32508301734924316,g,Momentum
3.0,BP,21,0.5093019008636475,b,Momentum
3.0,BP,22,0.3250829875469208,g,Momentum
3.0,BP,23,0.3250829875469208,g,Momentum
3.0,BP,24,0.3250829875469208,g,Momentum
3.0,BP,25,0.3250829875469208,g,Momentum
3.0,BP,26,0.5092960596084595,b,Momentum
3.0,BP,27,0.3250829875469208,g,Momentum
3.0,BP,28,0.5092107057571411,b,Momentum
3.0,BP,29,0.32508301734924316,g,Momentum
3.0,BP,30,0.32508301734924316,g,Momentum
3.0,BP,31,0.5090659260749817,b,Momentum
3.0,BP,32,0.509210467338562,b,Momentum
3.0,BP,33,0.32508301734924316,g,Momentum
3.0,BP,34,0.5092111825942993,b,Momentum
3.0,BP,35,0.5092346668243408,b,Momentum
3.0,BP,36,0.32508301734924316,g,Momentum
3.0,BP,37,0.5092092752456665,b,Momentum
3.0,BP,38,0.5092207193374634,b,Momentum
3.0,BP,39,0.32508301734924316,g,Momentum
3.0,BP,40,0.5092108249664307,b,Momentum
3.0,BP,41,0.3250829875469208,g,Momentum
3.0,BP,42,0.5092098712921143,b,Momentum
3.0,BP,43,0.3250829875469208,g,Momentum
3.0,BP,44,0.3250829875469208,g,Momentum
3.0,BP,45,0.32508301734924316,g,Momentum
3.0,BP,46,0.32508301734924316,g,Momentum
3.0,BP,47,0.32508301734924316,g,Momentum
3.0,BP,48,0.32508301734924316,g,Momentum
3.0,BP,49,0.5092094540596008,b,Momentum
3.0,BP,50,0.3250829875469208,g,Momentum
3.0,BP,51,0.5092101097106934,b,Momentum
3.0,BP,52,0.5092141032218933,b,Momentum
3.0,BP,53,0.32508301734924316,g,Momentum
3.0,BP,54,0.509303092956543,b,Momentum
3.0,BP,55,0.32508301734924316,g,Momentum
3.0,BP,56,0.3250829875469208,g,Momentum
3.0,BP,57,0.32508301734924316,g,Momentum
3.0,BP,58,0.3250829875469208,g,Momentum
3.0,BP,59,0.3250829875469208,g,Momentum
3.0,BP,60,0.32508301734924316,g,Momentum
3.0,BP,61,0.3250829875469208,g,Momentum
3.0,BP,62,0.32508301734924316,g,Momentum
